EmployeeID,CourseName,TrainingDate,Completed,CertificateValid
EMP7586,Working at Heights,2025-07-27,Yes,Yes
EMP7586,Fire Safety,2025-07-31,Yes,Yes
EMP41733,OSHA Safety Fundamentals,2024-09-02,Yes,Yes
EMP41733,Electrical Safety,2024-12-22,Yes,Yes
EMP41733,PPE Usage Training,2024-07-11,Yes,Yes
EMP41733,Heat Stress Prevention,2025-04-30,Yes,Yes
EMP25852,Scaffolding Safety,2022-10-29,Yes,Yes
EMP25852,OSHA Safety Fundamentals,2023-01-07,Yes,Yes
EMP25852,Electrical Safety,2022-08-18,Yes,Yes
EMP25852,Heavy Equipment Operation,2022-09-27,Yes,Yes
EMP30429,PPE Usage Training,2025-06-18,Yes,Yes
EMP30429,Confined Space Entry,2025-04-10,Yes,Yes
EMP30429,Scaffolding Safety,2024-08-26,Yes,Yes
EMP30429,Heat Stress Prevention,2025-02-26,Yes,Yes
EMP32804,Heat Stress Prevention,2025-09-07,Yes,Yes
EMP32804,Electrical Safety,2025-05-06,Yes,Yes
EMP44731,OSHA Safety Fundamentals,2024-11-13,Yes,Yes
EMP44731,First Aid & CPR,2024-10-14,Yes,Yes
EMP26705,OSHA Safety Fundamentals,2022-12-05,No,No
EMP26705,Fire Safety,2023-04-08,No,No
EMP31343,Scaffolding Safety,2025-05-17,Yes,Yes
EMP31343,First Aid & CPR,2025-05-16,Yes,Yes
EMP22074,Fire Safety,2025-03-04,Yes,Yes
EMP17813,OSHA Safety Fundamentals,2023-09-26,Yes,Yes
EMP17813,Scaffolding Safety,2023-08-20,Yes,Yes
EMP17813,First Aid & CPR,2023-07-10,Yes,Yes
EMP47205,Working at Heights,2023-02-05,Yes,Yes
EMP47205,OSHA Safety Fundamentals,2022-11-20,No,No
EMP33292,Confined Space Entry,2025-05-30,Yes,Yes
EMP36506,Electrical Safety,2024-10-11,Yes,Yes
EMP36506,First Aid & CPR,2025-02-10,Yes,Yes
EMP36506,Heavy Equipment Operation,2024-10-13,Yes,Yes
EMP30984,PPE Usage Training,2024-04-10,No,No
EMP30984,First Aid & CPR,2024-06-04,Yes,Yes
EMP30984,Electrical Safety,2024-08-11,Yes,Yes
EMP36084,Heavy Equipment Operation,2025-04-21,Yes,Yes
EMP36084,Scaffolding Safety,2025-06-26,Yes,Yes
EMP15286,Fire Safety,2023-06-29,Yes,Yes
EMP15286,Scaffolding Safety,2022-10-06,Yes,Yes
EMP15286,PPE Usage Training,2023-03-26,Yes,Yes
EMP15286,Heat Stress Prevention,2022-11-15,Yes,Yes
EMP32624,Heat Stress Prevention,2023-01-08,Yes,Yes
EMP32624,OSHA Safety Fundamentals,2022-07-29,Yes,Yes
EMP32624,PPE Usage Training,2022-11-21,Yes,Yes
EMP32624,Confined Space Entry,2023-04-16,Yes,Yes
EMP38327,Electrical Safety,2024-02-04,Yes,Yes
EMP38327,OSHA Safety Fundamentals,2023-12-09,Yes,Yes
EMP38327,Fire Safety,2024-03-18,Yes,Yes
EMP38327,First Aid & CPR,2024-06-16,Yes,Yes
EMP7794,Electrical Safety,2025-04-11,Yes,Yes
EMP7794,Confined Space Entry,2025-05-12,Yes,Yes
EMP7794,OSHA Safety Fundamentals,2025-11-09,Yes,Yes
EMP7794,Scaffolding Safety,2025-06-23,Yes,Yes
EMP3901,Electrical Safety,2024-02-25,Yes,Yes
EMP3901,Heavy Equipment Operation,2023-10-28,Yes,Yes
EMP3901,First Aid & CPR,2023-10-07,Yes,Yes
EMP3901,Scaffolding Safety,2023-11-30,Yes,Yes
EMP10744,Scaffolding Safety,2024-11-08,Yes,Yes
EMP10744,Confined Space Entry,2025-06-15,Yes,Yes
EMP10744,Electrical Safety,2024-09-02,Yes,Yes
EMP16838,Heavy Equipment Operation,2025-02-08,Yes,Yes
EMP16838,Working at Heights,2025-03-14,Yes,Yes
EMP43212,Fire Safety,2025-01-15,Yes,Yes
EMP43212,Working at Heights,2024-09-02,Yes,Yes
EMP43212,Scaffolding Safety,2024-06-24,Yes,Yes
EMP43212,Heavy Equipment Operation,2024-07-14,Yes,Yes
EMP5705,OSHA Safety Fundamentals,2022-12-24,Yes,Yes
EMP5705,Working at Heights,2023-01-14,Yes,Yes
EMP5705,Scaffolding Safety,2023-05-15,Yes,Yes
EMP28326,Confined Space Entry,2025-10-04,Yes,Yes
EMP28326,PPE Usage Training,2025-06-07,Yes,Yes
EMP28326,Heavy Equipment Operation,2025-08-12,Yes,Yes
EMP30520,Working at Heights,2023-04-26,Yes,Yes
EMP30520,Fire Safety,2023-09-21,Yes,Yes
EMP13525,Heavy Equipment Operation,2024-06-23,Yes,Yes
EMP1937,Confined Space Entry,2025-05-15,Yes,Yes
EMP1937,PPE Usage Training,2025-09-07,Yes,Yes
EMP1937,Electrical Safety,2025-08-03,Yes,Yes
EMP39818,Working at Heights,2023-06-18,Yes,Yes
EMP39818,First Aid & CPR,2023-08-15,Yes,Yes
EMP41299,Fire Safety,2023-08-28,Yes,Yes
EMP41299,PPE Usage Training,2023-05-19,Yes,Yes
EMP41299,Heavy Equipment Operation,2023-07-17,Yes,Yes
EMP31143,Heavy Equipment Operation,2025-10-12,Yes,Yes
EMP31143,Working at Heights,2025-10-20,Yes,Yes
EMP31143,Scaffolding Safety,2025-11-02,Yes,Yes
EMP31143,Heat Stress Prevention,2025-10-27,Yes,Yes
EMP33194,PPE Usage Training,2025-06-12,Yes,Yes
EMP33194,Heavy Equipment Operation,2025-04-21,Yes,Yes
EMP41975,OSHA Safety Fundamentals,2024-09-08,Yes,Yes
EMP41975,Scaffolding Safety,2024-05-21,Yes,Yes
EMP6749,PPE Usage Training,2025-05-29,Yes,Yes
EMP6749,OSHA Safety Fundamentals,2025-10-07,Yes,Yes
EMP6749,Confined Space Entry,2025-05-25,Yes,Yes
EMP6749,Scaffolding Safety,2025-08-10,Yes,Yes
EMP22049,PPE Usage Training,2024-11-06,Yes,Yes
EMP22049,Fire Safety,2024-10-30,Yes,Yes
EMP22049,Electrical Safety,2025-04-06,Yes,Yes
EMP22049,Working at Heights,2024-11-27,Yes,Yes
EMP22974,Heavy Equipment Operation,2024-07-12,Yes,Yes
EMP22974,PPE Usage Training,2024-05-01,Yes,Yes
EMP22974,Working at Heights,2024-03-13,Yes,Yes
EMP22974,Confined Space Entry,2023-10-10,Yes,Yes
EMP15555,Electrical Safety,2024-08-17,Yes,Yes
EMP21563,First Aid & CPR,2025-02-15,Yes,Yes
EMP21563,Electrical Safety,2024-11-29,Yes,Yes
EMP49809,PPE Usage Training,2025-09-01,Yes,Yes
EMP49809,Working at Heights,2025-06-03,Yes,Yes
EMP49809,Electrical Safety,2025-05-16,Yes,Yes
EMP49809,Heavy Equipment Operation,2025-05-17,Yes,Yes
EMP28160,Electrical Safety,2024-02-05,Yes,Yes
EMP28160,Heavy Equipment Operation,2023-11-30,Yes,Yes
EMP32828,OSHA Safety Fundamentals,2023-09-20,Yes,Yes
EMP32828,PPE Usage Training,2023-05-29,Yes,Yes
EMP13623,Scaffolding Safety,2023-05-05,Yes,Yes
EMP13623,PPE Usage Training,2023-01-15,Yes,Yes
EMP6922,Heat Stress Prevention,2025-09-13,Yes,Yes
EMP2721,PPE Usage Training,2024-12-10,Yes,Yes
EMP2721,Heavy Equipment Operation,2025-05-09,Yes,Yes
EMP2721,OSHA Safety Fundamentals,2024-10-26,Yes,Yes
EMP2721,Fire Safety,2024-10-28,Yes,Yes
EMP1582,PPE Usage Training,2022-12-20,Yes,Yes
EMP1582,Heavy Equipment Operation,2022-12-31,Yes,Yes
EMP25466,Confined Space Entry,2024-03-22,Yes,Yes
EMP7144,Working at Heights,2022-08-14,No,No
EMP7144,Scaffolding Safety,2023-03-26,Yes,Yes
EMP7144,PPE Usage Training,2022-08-02,Yes,Yes
EMP7144,Heat Stress Prevention,2022-08-13,Yes,Yes
EMP48121,Working at Heights,2022-07-20,Yes,Yes
EMP48121,First Aid & CPR,2023-03-02,Yes,Yes
EMP48121,OSHA Safety Fundamentals,2023-01-01,Yes,Yes
EMP48121,Electrical Safety,2023-05-25,Yes,Yes
EMP13663,PPE Usage Training,2024-12-21,Yes,Yes
EMP13663,Heat Stress Prevention,2025-03-13,Yes,Yes
EMP13663,Electrical Safety,2025-04-01,Yes,Yes
EMP7362,Heat Stress Prevention,2022-12-25,Yes,Yes
EMP7362,PPE Usage Training,2023-08-14,Yes,Yes
EMP7362,Electrical Safety,2023-03-25,Yes,Yes
EMP43202,Scaffolding Safety,2025-04-14,Yes,Yes
EMP43202,Fire Safety,2025-02-27,Yes,Yes
EMP43202,Heat Stress Prevention,2025-06-26,Yes,Yes
EMP43202,Heavy Equipment Operation,2025-09-11,Yes,Yes
EMP35562,Scaffolding Safety,2024-03-07,Yes,Yes
EMP35562,Heavy Equipment Operation,2024-01-16,Yes,Yes
EMP30124,First Aid & CPR,2023-11-24,Yes,Yes
EMP30124,Heat Stress Prevention,2024-01-14,No,No
EMP30124,OSHA Safety Fundamentals,2024-01-15,Yes,Yes
EMP30124,Scaffolding Safety,2024-01-20,Yes,Yes
EMP21306,OSHA Safety Fundamentals,2025-11-02,Yes,Yes
EMP21306,Heat Stress Prevention,2025-10-16,Yes,Yes
EMP35089,Heat Stress Prevention,2023-03-09,Yes,Yes
EMP35089,Working at Heights,2023-10-11,Yes,Yes
EMP35089,PPE Usage Training,2024-01-05,Yes,Yes
EMP35089,Fire Safety,2023-09-02,Yes,Yes
EMP11255,Confined Space Entry,2023-11-25,Yes,Yes
EMP11255,Working at Heights,2023-08-12,No,No
EMP11255,Electrical Safety,2023-07-30,Yes,Yes
EMP47736,OSHA Safety Fundamentals,2024-07-03,Yes,Yes
EMP47736,Scaffolding Safety,2024-03-09,Yes,Yes
EMP47736,Fire Safety,2024-03-06,Yes,Yes
EMP29682,Scaffolding Safety,2025-05-13,Yes,Yes
EMP29682,PPE Usage Training,2025-07-27,Yes,Yes
EMP29682,Fire Safety,2025-01-18,Yes,Yes
EMP29682,Electrical Safety,2024-10-22,Yes,Yes
EMP47607,Heat Stress Prevention,2023-03-30,Yes,Yes
EMP47607,PPE Usage Training,2023-05-23,Yes,Yes
EMP47607,Electrical Safety,2023-05-21,Yes,Yes
EMP47607,Scaffolding Safety,2023-07-01,Yes,Yes
EMP8500,Heavy Equipment Operation,2025-10-27,Yes,Yes
EMP8500,Heat Stress Prevention,2025-07-23,Yes,Yes
EMP25976,Scaffolding Safety,2024-03-04,Yes,Yes
EMP25976,Heavy Equipment Operation,2023-06-07,Yes,Yes
EMP25976,Working at Heights,2023-04-27,Yes,Yes
EMP17001,Scaffolding Safety,2025-10-24,Yes,Yes
EMP41863,Confined Space Entry,2022-10-26,Yes,Yes
EMP41863,Heat Stress Prevention,2023-01-01,Yes,Yes
EMP41863,First Aid & CPR,2022-11-07,Yes,Yes
EMP24014,Heat Stress Prevention,2024-10-24,Yes,Yes
EMP24014,Heavy Equipment Operation,2024-11-16,Yes,Yes
EMP1771,PPE Usage Training,2024-01-08,Yes,Yes
EMP5092,OSHA Safety Fundamentals,2023-05-17,Yes,Yes
EMP5092,Heat Stress Prevention,2023-04-11,Yes,Yes
EMP5092,First Aid & CPR,2023-09-17,No,No
EMP5092,Heavy Equipment Operation,2023-05-04,Yes,Yes
EMP48649,PPE Usage Training,2024-01-01,Yes,Yes
EMP48649,Scaffolding Safety,2023-05-15,Yes,Yes
EMP48649,Fire Safety,2023-10-21,Yes,Yes
EMP31054,OSHA Safety Fundamentals,2023-10-10,Yes,Yes
EMP31054,First Aid & CPR,2024-03-22,Yes,Yes
EMP31054,Working at Heights,2024-03-17,Yes,Yes
EMP31054,Confined Space Entry,2023-04-22,Yes,Yes
EMP49859,Fire Safety,2025-01-25,Yes,Yes
EMP20581,Confined Space Entry,2024-01-14,Yes,Yes
EMP20581,Heavy Equipment Operation,2024-02-21,Yes,Yes
EMP31108,Fire Safety,2023-10-13,Yes,Yes
EMP31108,Working at Heights,2024-05-05,Yes,Yes
EMP31108,Heat Stress Prevention,2024-05-15,Yes,Yes
EMP43971,Heavy Equipment Operation,2023-03-18,Yes,Yes
EMP43971,Confined Space Entry,2022-09-12,Yes,Yes
EMP43971,Working at Heights,2023-06-15,Yes,Yes
EMP44110,PPE Usage Training,2024-05-22,Yes,Yes
EMP44110,OSHA Safety Fundamentals,2025-03-15,Yes,Yes
EMP44110,Working at Heights,2024-07-31,Yes,Yes
EMP44110,Heavy Equipment Operation,2024-07-06,Yes,Yes
EMP36981,Heat Stress Prevention,2025-10-26,Yes,Yes
EMP17314,Electrical Safety,2024-04-24,Yes,Yes
EMP39043,Scaffolding Safety,2022-04-26,Yes,Yes
EMP39043,Heat Stress Prevention,2022-05-09,Yes,Yes
EMP39043,Electrical Safety,2022-06-21,Yes,Yes
EMP46023,Heavy Equipment Operation,2023-05-01,Yes,Yes
EMP15357,PPE Usage Training,2023-08-01,Yes,Yes
EMP1298,Scaffolding Safety,2022-09-20,Yes,Yes
EMP1298,Heat Stress Prevention,2023-02-01,Yes,Yes
EMP34785,Confined Space Entry,2024-07-08,Yes,Yes
EMP34785,Heat Stress Prevention,2024-07-03,Yes,Yes
EMP34785,First Aid & CPR,2024-08-09,Yes,Yes
EMP35174,OSHA Safety Fundamentals,2024-01-09,Yes,Yes
EMP35174,Heavy Equipment Operation,2023-08-21,Yes,Yes
EMP24495,Heat Stress Prevention,2025-06-18,Yes,Yes
EMP24495,Working at Heights,2025-06-29,Yes,Yes
EMP24495,PPE Usage Training,2025-09-18,Yes,Yes
EMP24495,Electrical Safety,2025-08-15,No,No
EMP44720,Scaffolding Safety,2025-09-07,Yes,Yes
EMP41397,Heavy Equipment Operation,2022-09-23,Yes,Yes
EMP41397,Scaffolding Safety,2022-11-04,Yes,Yes
EMP22601,Fire Safety,2023-01-26,Yes,Yes
EMP22601,Working at Heights,2022-07-30,Yes,Yes
EMP22601,Electrical Safety,2022-05-04,Yes,Yes
EMP13396,Scaffolding Safety,2023-08-04,No,No
EMP35846,Heat Stress Prevention,2024-08-25,Yes,Yes
EMP35846,First Aid & CPR,2024-10-23,Yes,Yes
EMP35846,Heavy Equipment Operation,2024-12-26,Yes,Yes
EMP14996,Working at Heights,2025-09-11,Yes,Yes
EMP46700,Electrical Safety,2024-03-24,Yes,Yes
EMP46700,Fire Safety,2024-09-07,Yes,Yes
EMP46700,OSHA Safety Fundamentals,2024-03-02,Yes,Yes
EMP46700,PPE Usage Training,2024-04-21,Yes,Yes
EMP2279,Working at Heights,2025-07-08,Yes,Yes
EMP2279,Scaffolding Safety,2025-01-01,Yes,Yes
EMP2279,Heat Stress Prevention,2025-05-07,Yes,Yes
EMP43636,Heavy Equipment Operation,2025-07-18,Yes,Yes
EMP43636,Scaffolding Safety,2025-03-21,Yes,Yes
EMP43636,PPE Usage Training,2025-04-29,No,No
EMP5725,PPE Usage Training,2023-01-09,Yes,Yes
EMP5725,OSHA Safety Fundamentals,2022-11-04,No,No
EMP5725,Scaffolding Safety,2022-09-19,Yes,Yes
EMP5725,Fire Safety,2023-06-28,Yes,Yes
EMP33826,Confined Space Entry,2023-01-08,Yes,Yes
EMP33826,Heat Stress Prevention,2023-05-14,Yes,Yes
EMP33826,PPE Usage Training,2023-02-13,Yes,Yes
EMP33826,First Aid & CPR,2023-03-09,Yes,Yes
EMP27813,OSHA Safety Fundamentals,2025-09-12,Yes,Yes
EMP27813,Working at Heights,2025-07-21,Yes,Yes
EMP21223,Working at Heights,2023-05-02,Yes,Yes
EMP21223,Fire Safety,2023-03-22,Yes,Yes
EMP43965,Fire Safety,2024-03-20,No,No
EMP43965,Working at Heights,2024-07-08,Yes,Yes
EMP43965,First Aid & CPR,2024-04-29,No,No
EMP28614,OSHA Safety Fundamentals,2024-11-06,Yes,Yes
EMP20362,Confined Space Entry,2023-02-17,Yes,Yes
EMP20362,Fire Safety,2023-07-23,Yes,Yes
EMP19371,Fire Safety,2023-01-23,Yes,Yes
EMP19371,PPE Usage Training,2022-12-11,Yes,Yes
EMP47232,PPE Usage Training,2025-10-17,Yes,Yes
EMP47232,Fire Safety,2025-07-25,Yes,Yes
EMP46630,OSHA Safety Fundamentals,2025-10-29,Yes,Yes
EMP38761,OSHA Safety Fundamentals,2024-08-08,Yes,Yes
EMP44167,Scaffolding Safety,2025-10-03,Yes,Yes
EMP44167,First Aid & CPR,2025-11-14,Yes,Yes
EMP44167,Heavy Equipment Operation,2025-11-08,Yes,Yes
EMP44167,Electrical Safety,2025-09-14,Yes,Yes
EMP29122,Working at Heights,2025-11-09,Yes,Yes
EMP29122,Confined Space Entry,2025-07-15,Yes,Yes
EMP29122,Heat Stress Prevention,2025-10-06,Yes,Yes
EMP4309,First Aid & CPR,2025-10-03,Yes,Yes
EMP4309,Heavy Equipment Operation,2025-09-12,Yes,Yes
EMP4309,Fire Safety,2025-08-16,Yes,Yes
EMP4309,Electrical Safety,2025-09-21,Yes,Yes
EMP18682,Electrical Safety,2025-10-27,No,No
EMP18682,Scaffolding Safety,2025-10-28,Yes,Yes
EMP18682,First Aid & CPR,2025-10-26,Yes,Yes
EMP30103,Scaffolding Safety,2025-08-22,Yes,Yes
EMP30103,PPE Usage Training,2025-09-23,Yes,Yes
EMP30103,Electrical Safety,2025-08-31,Yes,Yes
EMP13105,First Aid & CPR,2024-04-06,Yes,Yes
EMP18487,PPE Usage Training,2025-10-31,Yes,Yes
EMP18487,Working at Heights,2025-10-11,Yes,Yes
EMP39604,OSHA Safety Fundamentals,2024-05-25,Yes,Yes
EMP39486,Working at Heights,2023-03-22,Yes,Yes
EMP35692,First Aid & CPR,2022-11-09,Yes,Yes
EMP35692,Heat Stress Prevention,2022-08-01,Yes,Yes
EMP35692,OSHA Safety Fundamentals,2022-05-25,Yes,Yes
EMP35692,Heavy Equipment Operation,2023-03-01,Yes,Yes
EMP15062,Heat Stress Prevention,2025-10-01,Yes,Yes
EMP15062,Scaffolding Safety,2025-10-27,Yes,Yes
EMP15062,Confined Space Entry,2025-06-10,Yes,Yes
EMP15062,PPE Usage Training,2025-06-04,Yes,Yes
EMP32027,OSHA Safety Fundamentals,2025-05-19,Yes,Yes
EMP32027,PPE Usage Training,2025-05-16,Yes,Yes
EMP32027,Electrical Safety,2025-05-24,Yes,Yes
EMP10926,Heat Stress Prevention,2024-10-02,Yes,Yes
EMP4402,Scaffolding Safety,2024-10-31,No,No
EMP4402,OSHA Safety Fundamentals,2024-09-12,Yes,Yes
EMP4402,Electrical Safety,2024-09-21,Yes,Yes
EMP4402,Heavy Equipment Operation,2024-06-07,Yes,Yes
EMP44024,Heavy Equipment Operation,2024-01-11,Yes,Yes
EMP44024,Electrical Safety,2024-10-08,Yes,Yes
EMP44024,Working at Heights,2024-03-27,No,No
EMP44024,PPE Usage Training,2024-01-15,Yes,Yes
EMP16297,First Aid & CPR,2023-12-12,Yes,Yes
EMP16297,Working at Heights,2023-12-05,Yes,Yes
EMP19675,Confined Space Entry,2023-09-12,Yes,Yes
EMP19675,First Aid & CPR,2023-09-26,Yes,Yes
EMP19675,OSHA Safety Fundamentals,2023-06-01,Yes,Yes
EMP19675,Electrical Safety,2023-07-25,Yes,Yes
EMP48624,Confined Space Entry,2024-01-05,Yes,Yes
EMP24615,Scaffolding Safety,2022-05-18,Yes,Yes
EMP27363,OSHA Safety Fundamentals,2025-10-05,Yes,Yes
EMP38637,OSHA Safety Fundamentals,2025-05-11,Yes,Yes
EMP38637,Electrical Safety,2025-03-11,Yes,Yes
EMP31888,OSHA Safety Fundamentals,2025-03-22,Yes,Yes
EMP31888,Working at Heights,2024-09-15,Yes,Yes
EMP31888,First Aid & CPR,2025-03-13,Yes,Yes
EMP31888,Heat Stress Prevention,2024-07-12,Yes,Yes
EMP47316,OSHA Safety Fundamentals,2025-07-21,Yes,Yes
EMP47316,Heat Stress Prevention,2025-03-06,Yes,Yes
EMP10382,OSHA Safety Fundamentals,2024-09-29,Yes,Yes
EMP10382,Confined Space Entry,2024-06-07,No,No
EMP10382,Scaffolding Safety,2024-11-22,Yes,Yes
EMP23703,Confined Space Entry,2023-07-13,Yes,Yes
EMP23703,PPE Usage Training,2023-03-24,Yes,Yes
EMP44633,First Aid & CPR,2023-02-22,No,No
EMP44633,Working at Heights,2023-09-29,Yes,Yes
EMP44633,Heavy Equipment Operation,2023-06-19,Yes,Yes
EMP44633,OSHA Safety Fundamentals,2023-01-19,Yes,Yes
EMP28562,OSHA Safety Fundamentals,2024-02-05,Yes,Yes
EMP34625,Working at Heights,2023-12-05,Yes,Yes
EMP34625,Heavy Equipment Operation,2023-05-03,Yes,Yes
EMP48597,PPE Usage Training,2023-02-06,Yes,Yes
EMP48597,Scaffolding Safety,2023-06-08,Yes,Yes
EMP48597,Fire Safety,2023-03-01,Yes,Yes
EMP22936,PPE Usage Training,2023-06-26,Yes,Yes
EMP19170,Heavy Equipment Operation,2024-05-21,Yes,Yes
EMP19170,Fire Safety,2024-04-30,Yes,Yes
EMP19170,First Aid & CPR,2024-03-28,Yes,Yes
EMP19170,Heat Stress Prevention,2023-10-24,Yes,Yes
EMP30420,First Aid & CPR,2025-05-02,Yes,Yes
EMP30420,Confined Space Entry,2024-11-29,Yes,Yes
EMP37617,PPE Usage Training,2025-06-12,Yes,Yes
EMP11594,PPE Usage Training,2022-08-01,Yes,Yes
EMP11594,Electrical Safety,2022-07-30,Yes,Yes
EMP11594,Confined Space Entry,2022-05-21,Yes,Yes
EMP11594,OSHA Safety Fundamentals,2023-01-19,Yes,Yes
EMP38424,Scaffolding Safety,2024-09-12,No,No
EMP38424,Working at Heights,2024-02-24,Yes,Yes
EMP38424,Confined Space Entry,2024-12-23,Yes,Yes
EMP38424,Heat Stress Prevention,2024-08-28,No,No
EMP17675,First Aid & CPR,2025-05-21,Yes,Yes
EMP17675,Electrical Safety,2025-03-10,Yes,Yes
EMP22394,PPE Usage Training,2022-07-15,Yes,Yes
EMP22394,First Aid & CPR,2022-11-24,Yes,Yes
EMP22394,Working at Heights,2022-11-06,Yes,Yes
EMP22394,Heavy Equipment Operation,2022-06-12,Yes,Yes
EMP45423,Confined Space Entry,2022-08-09,Yes,Yes
EMP45423,Heavy Equipment Operation,2022-11-26,Yes,Yes
EMP45423,Heat Stress Prevention,2022-09-02,Yes,Yes
EMP7294,Confined Space Entry,2023-01-08,Yes,Yes
EMP7294,First Aid & CPR,2022-07-18,Yes,Yes
EMP38182,Working at Heights,2023-12-13,Yes,Yes
EMP38182,OSHA Safety Fundamentals,2023-05-30,Yes,Yes
EMP19588,Heat Stress Prevention,2024-11-19,Yes,Yes
EMP19588,Scaffolding Safety,2024-10-29,Yes,Yes
EMP4426,Confined Space Entry,2023-04-11,Yes,Yes
EMP4426,Heat Stress Prevention,2023-01-07,Yes,Yes
EMP4231,Electrical Safety,2024-07-27,Yes,Yes
EMP4231,Confined Space Entry,2025-03-18,Yes,Yes
EMP4231,Scaffolding Safety,2024-12-18,Yes,Yes
EMP42879,Fire Safety,2024-05-27,Yes,Yes
EMP42879,Heat Stress Prevention,2024-12-13,Yes,Yes
EMP15464,Scaffolding Safety,2025-11-10,Yes,Yes
EMP15464,PPE Usage Training,2025-10-20,No,No
EMP15464,Heavy Equipment Operation,2025-10-08,Yes,Yes
EMP15464,Electrical Safety,2025-10-12,Yes,Yes
EMP16354,PPE Usage Training,2022-09-15,Yes,Yes
EMP16354,First Aid & CPR,2022-09-14,Yes,Yes
EMP16354,Fire Safety,2022-12-21,Yes,Yes
EMP43731,Confined Space Entry,2025-10-16,Yes,Yes
EMP18787,Electrical Safety,2023-02-17,Yes,Yes
EMP18787,First Aid & CPR,2023-02-18,Yes,Yes
EMP18787,Heavy Equipment Operation,2022-10-23,Yes,Yes
EMP47331,Fire Safety,2024-03-05,Yes,Yes
EMP47331,OSHA Safety Fundamentals,2023-12-04,Yes,Yes
EMP47331,PPE Usage Training,2023-08-28,Yes,Yes
EMP17393,First Aid & CPR,2025-08-24,Yes,Yes
EMP17393,OSHA Safety Fundamentals,2025-10-07,Yes,Yes
EMP17853,Fire Safety,2024-04-20,Yes,Yes
EMP17853,Electrical Safety,2024-01-17,Yes,Yes
EMP17853,Scaffolding Safety,2024-09-11,No,No
EMP17853,PPE Usage Training,2024-02-21,Yes,Yes
EMP35835,Heavy Equipment Operation,2023-07-03,Yes,Yes
EMP35835,Scaffolding Safety,2024-05-16,Yes,Yes
EMP33530,First Aid & CPR,2022-09-15,Yes,Yes
EMP33530,Confined Space Entry,2022-04-07,Yes,Yes
EMP44524,Working at Heights,2024-10-05,Yes,Yes
EMP42558,Heat Stress Prevention,2023-03-17,Yes,Yes
EMP42558,Fire Safety,2023-05-22,Yes,Yes
EMP42558,Heavy Equipment Operation,2023-01-28,Yes,Yes
EMP42558,First Aid & CPR,2023-06-02,Yes,Yes
EMP17582,Heat Stress Prevention,2025-05-12,Yes,Yes
EMP18556,PPE Usage Training,2025-11-14,Yes,Yes
EMP18556,Electrical Safety,2025-11-11,Yes,Yes
EMP31230,Electrical Safety,2024-06-18,Yes,Yes
EMP5131,Fire Safety,2024-11-01,Yes,Yes
EMP39307,Confined Space Entry,2024-08-08,Yes,Yes
EMP27809,Working at Heights,2025-07-01,Yes,Yes
EMP27809,Heat Stress Prevention,2025-01-08,Yes,Yes
EMP27809,Heavy Equipment Operation,2025-07-07,Yes,Yes
EMP27809,Scaffolding Safety,2025-03-03,Yes,Yes
EMP38062,Fire Safety,2023-04-26,Yes,Yes
EMP38062,OSHA Safety Fundamentals,2023-09-24,Yes,Yes
EMP38062,Heavy Equipment Operation,2023-07-08,Yes,Yes
EMP18363,Scaffolding Safety,2024-07-14,Yes,Yes
EMP18363,Fire Safety,2024-08-18,Yes,Yes
EMP18363,Working at Heights,2024-07-19,Yes,Yes
EMP49398,Fire Safety,2023-06-17,Yes,Yes
EMP49398,First Aid & CPR,2023-08-04,Yes,Yes
EMP2078,Heavy Equipment Operation,2023-04-09,Yes,Yes
EMP2078,Heat Stress Prevention,2023-02-14,Yes,Yes
EMP2078,Confined Space Entry,2023-06-19,Yes,Yes
EMP48207,Confined Space Entry,2025-07-06,Yes,Yes
EMP48207,Scaffolding Safety,2024-12-15,Yes,Yes
EMP42034,Working at Heights,2023-02-28,Yes,Yes
EMP42034,Electrical Safety,2024-01-04,Yes,Yes
EMP6502,Heat Stress Prevention,2024-07-27,Yes,Yes
EMP6502,First Aid & CPR,2024-01-29,Yes,Yes
EMP6502,Electrical Safety,2024-06-20,Yes,Yes
EMP5414,Working at Heights,2023-03-14,Yes,Yes
EMP5414,OSHA Safety Fundamentals,2022-07-14,Yes,Yes
EMP5414,Confined Space Entry,2023-01-15,Yes,Yes
EMP5414,Fire Safety,2022-08-30,Yes,Yes
EMP24803,Confined Space Entry,2025-10-22,Yes,Yes
EMP24803,PPE Usage Training,2025-05-20,No,No
EMP35529,First Aid & CPR,2024-08-06,Yes,Yes
EMP35529,OSHA Safety Fundamentals,2024-03-20,Yes,Yes
EMP35529,Scaffolding Safety,2024-04-22,Yes,Yes
EMP22245,OSHA Safety Fundamentals,2024-08-22,Yes,Yes
EMP22245,PPE Usage Training,2025-05-12,Yes,Yes
EMP4001,Working at Heights,2025-06-06,Yes,Yes
EMP4001,First Aid & CPR,2025-10-01,Yes,Yes
EMP4001,Heavy Equipment Operation,2025-10-04,Yes,Yes
EMP40704,Working at Heights,2022-06-29,Yes,Yes
EMP40704,Scaffolding Safety,2022-05-16,Yes,Yes
EMP40704,Fire Safety,2022-07-14,Yes,Yes
EMP48445,First Aid & CPR,2025-11-04,Yes,Yes
EMP48445,Fire Safety,2025-09-05,Yes,Yes
EMP48445,Confined Space Entry,2025-09-09,Yes,Yes
EMP48445,Electrical Safety,2025-08-22,Yes,Yes
EMP5760,Working at Heights,2025-03-22,Yes,Yes
